Date;Biomasse;Gaz;Charbon;Fioul;Hydraulique STEP;Hydraulique fil de l'eau / éclusée;Hydraulique lacs;Nucléaire;Solaire;Déchets;Éolien terrestre;Total
2015-04-17 20:00:00;209;1522;1182;277;181;6064;1788;42997;72;175;2326;56793
2015-04-17 21:00:00;209;1337;1261;276;-102;6235;1604;43216;29;178;2319;56562
2015-04-17 22:00:00;209;1148;1257;276;324;6415;1790;42886;22;177;2402;56906
2015-04-17 23:00:00;209;956;1310;275;412;6388;1663;43103;20;178;2469;56983
2015-04-18 00:00:00;209;751;902;269;264;6141;1352;43085;21;180;2625;55799
2015-04-18 01:00:00;209;638;583;271;-234;5960;927;42590;19;175;2770;53908
2015-04-18 02:00:00;209;642;577;270;-317;5832;802;41873;18;175;2879;52960
2015-04-18 03:00:00;209;642;6;271;-1255;5676;816;41323;19;175;2937;50819
2015-04-18 04:00:00;209;651;6;268;-2103;5559;777;41620;19;176;2981;50163
2015-04-18 05:00:00;209;657;6;265;-1317;5554;706;41735;19;175;2954;50963
2015-04-18 06:00:00;209;650;6;266;-639;5697;791;41895;21;174;2968;52038
2015-04-18 07:00:00;209;650;6;265;-876;5757;787;41962;140;173;3058;52131
2015-04-18 08:00:00;209;644;111;266;-778;5779;1015;42419;585;175;2841;53266
2015-04-18 09:00:00;209;639;196;268;-978;5767;1099;42006;1304;172;2876;53558
2015-04-18 10:00:00;209;637;276;268;-1524;5769;969;41516;2069;173;3312;53674
2015-04-18 11:00:00;209;627;306;269;-2076;5822;1001;40653;2697;172;3883;53563
2015-04-18 12:00:00;209;626;358;270;-2204;5714;987;40689;3062;170;4036;53917
2015-04-18 13:00:00;208;626;366;271;-2200;5666;623;40006;3168;169;4228;53131
2015-04-18 14:00:00;209;624;418;270;-1720;5639;470;39023;3204;171;4483;52791
2015-04-18 15:00:00;209;619;435;270;-2200;5540;577;37909;3030;172;4638;51199
2015-04-18 16:00:00;209;618;451;269;-2362;5474;613;37381;2497;173;4744;50067
2015-04-18 17:00:00;209;623;500;270;-1858;5521;672;38677;1785;171;4807;51377
2015-04-18 18:00:00;209;623;483;270;-1004;5895;1056;40696;1046;172;4723;54169
2015-04-18 19:00:00;209;624;367;271;138;6173;1074;42020;375;173;4637;56061
2015-04-18 20:00:00;209;624;396;271;303;6261;1231;42606;76;175;4369;56521
2015-04-18 21:00:00;209;625;526;270;338;6235;2041;42703;28;171;4527;57673
2015-04-18 22:00:00;209;624;524;270;181;6211;2100;42274;20;168;4669;57250
2015-04-18 23:00:00;209;622;525;269;-180;6142;1860;41947;18;170;4571;56153
2015-04-19 00:00:00;209;618;525;269;-252;5835;979;39824;18;172;4422;52619
2015-04-19 01:00:00;209;620;519;265;-545;5571;552;38045;18;172;4313;49739
2015-04-19 02:00:00;209;617;516;263;-1253;5325;597;37447;18;173;4095;48007
2015-04-19 03:00:00;209;675;429;265;-1773;5193;609;36956;19;173;3940;46695
2015-04-19 04:00:00;209;705;347;267;-2034;5144;576;36764;23;172;3707;45880
2015-04-19 05:00:00;209;716;340;269;-1946;5005;333;37068;27;171;3504;45696
2015-04-19 06:00:00;209;708;339;267;-2026;5063;315;37071;23;170;3432;45571
2015-04-19 07:00:00;209;708;333;268;-2022;5142;478;37022;132;169;3370;45809
2015-04-19 08:00:00;209;707;334;269;-1271;5237;475;37377;510;167;2953;46967
2015-04-19 09:00:00;209;705;334;267;-1196;5245;654;38465;1073;167;2546;48469
2015-04-19 10:00:00;209;707;336;266;-1322;5280;619;38477;1692;167;2527;48958
2015-04-19 11:00:00;209;710;330;267;-1256;5327;898;37488;2152;167;2516;48808
2015-04-19 12:00:00;209;751;323;268;-1296;5440;849;37587;2405;167;2427;49130
2015-04-19 13:00:00;209;758;327;269;-1797;5331;389;36549;2489;167;2487;47178
2015-04-19 14:00:00;209;740;330;270;-2023;5169;292;34200;2478;167;2499;44331
2015-04-19 15:00:00;209;739;332;271;-1797;5010;349;32719;2327;168;2461;42788
2015-04-19 16:00:00;209;744;330;272;-1153;5116;627;33008;2053;168;2543;43917
2015-04-19 17:00:00;209;761;330;271;-855;5190;705;35251;1585;168;2578;46193
2015-04-19 18:00:00;209;769;333;269;-545;5447;907;37711;1001;168;2512;48781
2015-04-19 19:00:00;209;735;332;270;-130;5683;1117;40283;403;167;2314;51383
2015-04-19 20:00:00;209;772;331;269;213;5800;1676;41307;89;167;2200;53033
2015-04-19 21:00:00;209;775;328;266;406;5848;1876;41116;27;169;2427;53447
2015-04-19 22:00:00;209;740;323;267;469;5800;2068;40852;21;170;2672;53591
2015-04-19 23:00:00;209;735;331;266;707;5621;2032;40826;18;171;2802;53718
2015-04-20 00:00:00;209;781;324;265;-181;5303;973;40994;18;173;2720;51579
2015-04-20 01:00:00;209;818;306;266;-1118;5236;931;40579;18;174;2515;49934
2015-04-20 02:00:00;209;800;309;266;-1368;4949;896;40613;18;173;2231;49096
2015-04-20 03:00:00;209;786;335;266;-1718;4788;525;39753;19;171;2170;47304
2015-04-20 04:00:00;209;776;554;267;-1913;4786;577;39681;20;171;2115;47243
2015-04-20 05:00:00;209;1168;908;266;-1381;4851;839;39730;20;167;1958;48735
2015-04-20 06:00:00;209;1640;1299;266;311;5313;1747;41375;21;166;1881;54228
2015-04-20 07:00:00;209;2160;1468;279;705;5896;2396;41696;156;164;1735;56864
2015-04-20 08:00:00;209;2306;1458;279;732;6213;2846;41999;642;166;1340;58190
2015-04-20 09:00:00;209;2323;1450;281;819;6313;3283;42077;1424;163;814;59156
2015-04-20 10:00:00;209;2302;1435;281;805;6311;3090;42103;2161;161;550;59408
2015-04-20 11:00:00;209;2268;1430;282;629;6262;2476;41959;2737;159;660;59071
2015-04-20 12:00:00;209;2276;1432;282;554;6249;2194;41827;3158;154;1003;59338
2015-04-20 13:00:00;209;1861;1335;283;544;6017;1543;41802;3397;154;1189;58334
2015-04-20 14:00:00;209;1709;1416;283;466;5823;1876;41773;3417;154;1177;58303
2015-04-20 15:00:00;209;1665;1407;283;-111;5719;1500;41546;3251;155;1209;56833
2015-04-20 16:00:00;209;1613;1395;283;-796;5854;987;41524;2797;156;1385;55407
2015-04-20 17:00:00;209;1596;1354;283;-1066;6083;876;41366;2142;154;1618;54615
2015-04-20 18:00:00;209;1615;1364;284;-74;6043;987;41394;1362;155;1770;55109
2015-04-20 19:00:00;209;1396;1444;283;378;6165;1918;41752;533;154;1709;55941
2015-04-20 20:00:00;209;1209;1374;283;484;6245;2293;41632;106;155;1791;55781
2015-04-20 21:00:00;209;1221;1405;282;104;6207;2176;41580;27;154;2222;55587
2015-04-20 22:00:00;209;1234;1498;282;-17;6190;2064;41400;21;157;2590;55628
2015-04-20 23:00:00;209;1216;1611;283;120;6031;1901;41603;17;160;2698;55849
2015-04-21 00:00:00;209;1155;1382;278;-338;5620;1084;40683;17;162;2596;52848
2015-04-21 01:00:00;209;1139;968;277;-918;5348;628;40665;18;162;2505;51001
2015-04-21 02:00:00;209;1046;951;278;-1340;5103;441;41135;18;162;2471;50474
2015-04-21 03:00:00;209;1060;764;275;-1886;5016;353;40808;17;162;2501;49279
2015-04-21 04:00:00;209;1093;708;276;-2120;4996;335;41165;17;162;2520;49361
2015-04-21 05:00:00;209;1058;759;274;-1032;5126;638;40717;15;160;2353;50277
2015-04-21 06:00:00;208;1331;1167;276;535;5417;1146;41797;21;158;2146;54202
2015-04-21 07:00:00;209;1623;1586;279;791;5994;2233;42162;197;160;2177;57411
2015-04-21 08:00:00;209;1780;1753;331;756;6324;2734;42179;850;156;1702;58774
2015-04-21 09:00:00;209;1699;1768;362;778;6316;2310;42081;1872;160;903;58458
2015-04-21 10:00:00;209;1663;1770;396;812;6181;2009;42043;2821;155;580;58639
2015-04-21 11:00:00;209;1644;1759;351;646;6098;2005;41891;3475;156;639;58873
2015-04-21 12:00:00;209;1618;1739;320;611;6002;1476;41742;3808;155;1068;58748
2015-04-21 13:00:00;209;1613;1687;320;568;5864;1300;41741;3930;154;1351;58737
2015-04-21 14:00:00;209;1509;1727;316;451;5733;1234;41942;3923;154;1440;58638
2015-04-21 15:00:00;209;1181;1763;301;-98;5526;804;42568;3728;156;1510;57648
2015-04-21 16:00:00;209;1126;1828;281;-1051;5414;576;43045;3212;156;1704;56500
2015-04-21 17:00:00;209;1140;1762;282;-1084;5450;636;42605;2448;157;1953;55558
2015-04-21 18:00:00;209;897;1837;282;-198;5639;1180;42392;1471;159;2236;56104
2015-04-21 19:00:00;209;860;1794;282;445;5885;1681;42335;564;159;2336;56550
2015-04-21 20:00:00;209;829;1766;281;456;5919;2271;42376;123;161;2593;56984
2015-04-21 21:00:00;209;840;1786;281;170;5833;1729;42380;35;161;3118;56542
2015-04-21 22:00:00;209;829;1809;281;85;5765;2038;42089;29;162;3504;56800
2015-04-21 23:00:00;209;835;1773;281;393;5651;1749;42183;28;163;3739;57004
2015-04-22 00:00:00;209;826;1410;281;-593;5212;535;41740;25;162;3801;53608
2015-04-22 01:00:00;209;802;878;280;-1429;4935;254;41272;25;165;3667;51058
2015-04-22 02:00:00;209;804;872;280;-1930;4758;228;41326;25;167;3575;50314
2015-04-22 03:00:00;209;822;871;280;-2152;4481;193;40657;24;169;3420;48974
2015-04-22 04:00:00;209;836;822;280;-2150;4436;193;41038;27;169;3231;49091
2015-04-22 05:00:00;209;823;834;279;-1707;4628;248;41021;27;167;3139;49668
2015-04-22 06:00:00;209;852;1351;282;-103;5114;761;42652;30;167;3243;54558
2015-04-22 07:00:00;209;847;1728;283;731;5526;1746;43804;190;170;3026;58260
2015-04-22 08:00:00;209;845;1789;282;955;5817;2836;44212;746;169;2441;60301
2015-04-22 09:00:00;209;824;1765;282;920;5821;2757;44116;1620;170;1918;60402
2015-04-22 10:00:00;209;819;1771;284;844;5710;2223;43875;2481;168;1815;60199
2015-04-22 11:00:00;209;816;1774;443;641;5743;1765;43790;3084;170;2020;60455
2015-04-22 12:00:00;209;793;1576;400;574;5451;1228;43554;3466;169;2326;59746
2015-04-22 13:00:00;209;786;1377;361;536;5216;975;43355;3483;170;2661;59129
2015-04-22 14:00:00;209;817;1504;327;515;4988;914;43062;3220;170;2925;58651
2015-04-22 15:00:00;209;860;1543;296;293;4888;924;42179;2859;171;3124;57346
2015-04-22 16:00:00;207;867;1561;284;-158;4888;1072;41757;2270;171;3173;56092
2015-04-22 17:00:00;209;903;1570;283;-529;5130;1517;42321;1607;172;3117;56300
2015-04-22 18:00:00;209;937;1591;280;-34;5560;1680;43173;965;172;2984;57517
2015-04-22 19:00:00;209;936;1690;280;256;5974;1495;43522;403;173;2776;57714
2015-04-22 20:00:00;209;864;1729;281;400;6051;2340;43970;94;173;2869;58980
2015-04-22 21:00:00;209;862;1744;281;333;5861;1623;44111;30;171;3198;58423
2015-04-22 22:00:00;207;892;1760;282;-170;5647;1630;44065;21;170;3275;57779
2015-04-22 23:00:00;209;880;1741;281;11;5319;1510;43819;20;170;3246;57206
2015-04-23 00:00:00;209;871;1348;276;-627;4890;665;43522;20;172;2945;54291
2015-04-23 01:00:00;209;885;854;277;-1781;4723;669;43264;21;165;2635;51921
2015-04-23 02:00:00;209;884;853;263;-1630;4629;626;43232;20;166;2425;51677
2015-04-23 03:00:00;209;882;855;250;-1586;4545;377;42609;21;167;2302;50631
2015-04-23 04:00:00;209;883;857;250;-1715;4549;467;42662;20;168;2082;50432
2015-04-23 05:00:00;203;883;899;248;-1486;4763;753;43094;21;169;1973;51520
2015-04-23 06:00:00;209;908;1164;252;-188;5339;1557;44436;25;167;1812;55681
2015-04-23 07:00:00;209;943;1207;263;663;5882;2191;44834;174;167;1649;58182
2015-04-23 08:00:00;209;975;1251;367;961;5872;2567;45144;662;167;1245;59420
2015-04-23 09:00:00;209;970;1324;381;791;5916;2181;45090;1387;167;800;59216
2015-04-23 10:00:00;209;971;1176;380;717;5731;2400;44998;2119;168;646;59515
2015-04-23 11:00:00;209;970;723;351;682;5584;2473;44941;2742;170;578;59423
2015-04-23 12:00:00;209;935;1118;342;711;5397;2329;44911;3122;170;597;59841
2015-04-23 13:00:00;209;918;1135;343;681;5142;1780;44693;3234;171;659;58965
2015-04-23 14:00:00;209;918;1285;265;407;4945;1648;44776;3174;169;659;58455
2015-04-23 15:00:00;209;883;1299;258;-86;5053;1195;44236;2936;172;711;56866
2015-04-23 16:00:00;209;884;1314;258;-530;5194;1117;43971;2617;172;811;56017
2015-04-23 17:00:00;209;882;1312;259;-261;5415;1116;43715;2060;172;824;55703
2015-04-23 18:00:00;209;902;1308;268;259;5637;1849;43865;1285;172;800;56554
2015-04-23 19:00:00;209;901;1314;268;704;5849;2178;44579;522;171;819;57514
2015-04-23 20:00:00;209;865;1312;267;719;5818;2197;44672;115;171;804;57149
2015-04-23 21:00:00;209;868;1284;266;540;5736;1907;45051;28;173;823;56885
2015-04-23 22:00:00;209;861;1271;266;398;5576;1970;44482;23;174;860;56090
2015-04-23 23:00:00;209;866;1270;265;394;5326;1691;44583;19;176;800;55599
2015-04-24 00:00:00;209;820;1029;251;-288;4897;945;44062;19;177;721;52842
2015-04-24 01:00:00;209;789;694;250;-1142;4623;586;43528;18;178;700;50433
2015-04-24 02:00:00;209;785;697;250;-1548;4463;616;43684;18;177;683;50034
2015-04-24 03:00:00;209;807;701;250;-1895;4549;430;42856;19;177;680;48783
2015-04-24 04:00:00;209;818;706;250;-2208;4743;656;43211;19;175;687;49266
2015-04-24 05:00:00;209;820;684;249;-1615;4756;1021;42962;15;173;736;50010
2015-04-24 06:00:00;209;835;688;252;136;5316;1739;43984;25;172;732;54088
2015-04-24 07:00:00;209;860;668;264;670;5983;3154;44415;196;172;727;57318
2015-04-24 08:00:00;209;856;673;264;950;6026;3992;44704;765;171;651;59261
2015-04-24 09:00:00;209;858;670;263;953;6155;3279;44608;1621;171;525;59312
2015-04-24 10:00:00;209;826;670;263;968;5975;2969;44429;2408;170;457;59344
2015-04-24 11:00:00;209;812;653;263;915;5967;2393;44385;2974;170;457;59198
2015-04-24 12:00:00;209;804;530;253;891;6089;2338;44357;3311;169;616;59567
2015-04-24 13:00:00;209;800;531;253;564;5819;1935;43969;3401;171;792;58444
2015-04-24 14:00:00;209;757;531;255;286;5591;2091;43617;3318;170;786;57611
2015-04-24 15:00:00;209;765;532;253;30;5240;1487;43215;3099;171;787;55788
2015-04-24 16:00:00;209;817;537;254;-1041;5269;1188;43592;2561;171;851;54408
2015-04-24 17:00:00;209;772;568;254;-70;5359;831;43921;1850;168;855;54717
2015-04-24 18:00:00;209;806;574;264;445;5664;1690;44205;1082;172;803;55914
2015-04-24 19:00:00;209;851;578;264;705;6208;2766;44514;397;173;697;57362
2015-04-24 20:00:00;209;848;576;263;444;6366;3318;44096;85;175;639;57019
2015-04-24 21:00:00;209;845;575;263;518;6000;2835;43614;30;175;605;55669
2015-04-24 22:00:00;209;842;576;263;588;5862;2130;43348;22;177;590;54607
2015-04-24 23:00:00;209;838;572;262;305;5619;1931;42865;23;178;577;53379
2015-04-25 00:00:00;209;878;575;253;207;5316;1284;41962;22;179;649;51534
2015-04-25 01:00:00;209;877;579;253;-782;4946;747;41412;20;177;699;49137
2015-04-25 02:00:00;209;872;579;251;-1348;4562;542;40967;21;178;733;47566
2015-04-25 03:00:00;209;880;577;248;-1919;4331;434;40806;22;178;675;46441
2015-04-25 04:00:00;209;881;579;247;-2295;4342;334;40663;20;176;785;45941
2015-04-25 05:00:00;209;880;580;247;-2465;4325;277;40384;20;175;889;45521
2015-04-25 06:00:00;209;881;576;249;-2381;4327;257;41184;22;176;897;46397
2015-04-25 07:00:00;208;845;578;250;-1790;4365;390;41211;112;173;917;47259
2015-04-25 08:00:00;208;860;579;252;-928;4610;781;41032;384;171;1008;48957
2015-04-25 09:00:00;209;746;578;254;444;4906;1505;41044;853;171;1040;51750
2015-04-25 10:00:00;209;735;578;254;589;5119;1593;41426;1370;170;1126;53169
2015-04-25 11:00:00;209;768;580;254;586;5176;1311;41461;1865;171;1250;53631
2015-04-25 12:00:00;209;764;580;254;839;5147;1531;41009;2171;170;1496;54170
2015-04-25 13:00:00;209;785;576;253;499;4893;1161;40343;2192;172;1661;52744
2015-04-25 14:00:00;209;824;575;253;-396;4578;708;40387;2122;170;1703;51133
2015-04-25 15:00:00;209;822;577;249;-1244;4433;432;40487;1946;171;1663;49745
2015-04-25 16:00:00;209;859;580;249;-794;4336;368;40303;1758;173;1561;49602
2015-04-25 17:00:00;209;842;579;250;-42;4442;505;40853;1373;173;1330;50514
2015-04-25 18:00:00;209;855;578;250;764;4890;1311;41548;903;174;1176;52658
2015-04-25 19:00:00;209;879;580;249;980;5214;2059;41831;392;175;1093;53661
2015-04-25 20:00:00;209;893;578;249;939;5398;1723;41725;99;175;1056;53044
2015-04-25 21:00:00;209;871;577;249;488;5386;1403;41551;30;166;1006;51936
2015-04-25 22:00:00;209;881;578;249;471;5367;1577;41453;25;164;1141;52115
2015-04-25 23:00:00;209;891;571;249;265;5149;1137;41366;21;165;1275;51298
2015-04-26 00:00:00;209;871;569;249;-778;4776;916;40264;23;174;1327;48600
2015-04-26 01:00:00;209;898;450;249;-1900;4536;580;38971;21;174;1326;45514
2015-04-26 02:00:00;209;898;342;247;-1390;4288;484;37869;22;173;1209;44351
2015-04-26 03:00:00;209;898;344;247;-1689;4210;344;36563;22;174;1114;42436
2015-04-26 04:00:00;209;868;344;232;-1744;4236;395;36313;21;172;1032;42078
2015-04-26 05:00:00;209;879;342;232;-1832;4283;424;36165;21;172;974;41869
2015-04-26 06:00:00;209;879;340;233;-2216;4268;306;36315;27;175;839;41375
2015-04-26 07:00:00;209;882;358;233;-1955;4271;337;37002;158;177;792;42464
2015-04-26 08:00:00;209;881;475;232;-1563;4523;341;38679;520;178;780;45255
2015-04-26 09:00:00;209;881;470;234;-998;4901;442;39497;1014;177;776;47603
2015-04-26 10:00:00;209;872;479;235;-792;4897;396;39870;1498;176;823;48663
2015-04-26 11:00:00;209;877;482;237;-530;4929;552;39800;1912;177;890;49535
2015-04-26 12:00:00;209;874;481;237;84;4831;1025;40016;2109;178;970;51014
2015-04-26 13:00:00;209;866;474;236;-1124;4695;558;38773;2015;177;991;47870
2015-04-26 14:00:00;209;874;474;236;-2277;4607;339;38020;1873;178;1038;45571
2015-04-26 15:00:00;209;881;481;233;-2070;4410;426;37705;1594;177;1073;45119
2015-04-26 16:00:00;209;874;481;234;-1652;4318;549;38761;1326;177;1109;46386
2015-04-26 17:00:00;209;880;477;235;-931;4488;595;40629;1086;177;1078;48923
2015-04-26 18:00:00;209;881;484;235;-279;4903;749;41951;634;177;1106;51050
2015-04-26 19:00:00;209;866;483;234;839;5153;1144;43246;263;175;1277;53889
2015-04-26 20:00:00;209;884;490;234;928;5262;1702;43646;72;177;1414;55018
2015-04-26 21:00:00;209;873;537;234;733;5240;1611;43429;28;174;1488;54556
2015-04-26 22:00:00;209;880;578;234;543;5308;1842;43364;16;174;1554;54702
2015-04-26 23:00:00;209;877;573;234;699;5136;1068;43062;22;177;1477;53534
2015-04-27 00:00:00;209;872;567;234;-689;4821;1073;42360;21;177;1428;51073
2015-04-27 01:00:00;209;873;487;234;-2125;4598;616;42188;19;176;1582;48857
2015-04-27 02:00:00;209;878;473;234;-1545;4550;843;41572;19;176;1751;49160
2015-04-27 03:00:00;209;871;480;234;-1976;4640;465;40592;20;181;1846;47562
2015-04-27 04:00:00;209;861;477;233;-2413;4653;262;40776;22;182;1906;47168
2015-04-27 05:00:00;209;873;482;233;-2038;4679;433;42248;20;180;2185;49504
2015-04-27 06:00:00;209;898;474;238;-1274;4926;705;43262;25;175;2668;52306
2015-04-27 07:00:00;209;886;489;239;-271;5405;960;43450;121;176;3025;54689
2015-04-27 08:00:00;209;870;558;239;667;5746;1833;44162;382;175;3212;58053
2015-04-27 09:00:00;209;873;585;238;733;5957;2253;44347;710;171;3587;59663
2015-04-27 10:00:00;209;881;503;238;833;6057;2189;44414;1062;168;3908;60462
2015-04-27 11:00:00;209;894;294;239;981;6252;2630;44471;1413;174;3713;61270
2015-04-27 12:00:00;209;899;291;238;1011;6302;3076;44515;1684;174;3552;61951
2015-04-27 13:00:00;209;899;293;238;826;6056;2275;44145;1826;175;3599;60541
2015-04-27 14:00:00;209;891;292;240;382;5876;2152;44170;1786;173;3620;59791
2015-04-27 15:00:00;209;885;292;238;-574;5716;1389;43894;1700;179;3688;57616
2015-04-27 16:00:00;209;873;292;238;-1057;5651;969;43993;1625;182;3617;56592
2015-04-27 17:00:00;209;870;290;238;-940;5811;946;43789;1334;182;3505;56234
2015-04-27 18:00:00;209;871;289;239;326;6164;1220;43908;878;181;3316;57601
2015-04-27 19:00:00;209;875;297;239;789;6360;1691;44160;403;183;3113;58319
2015-04-27 20:00:00;209;890;309;238;598;6443;1554;44162;110;181;2870;57564
2015-04-27 21:00:00;209;874;351;239;65;6335;1218;43949;32;181;2740;56193
2015-04-27 22:00:00;209;878;517;238;346;6427;1468;43344;26;181;2718;56352
2015-04-27 23:00:00;209;879;568;238;398;6496;2135;43267;22;179;2777;57168
2015-04-28 00:00:00;209;877;571;236;-115;6210;1065;42614;22;178;2726;54593
2015-04-28 01:00:00;209;869;668;237;-1790;6057;708;42098;23;181;2503;51763
2015-04-28 02:00:00;209;876;700;237;-2282;6025;796;42081;22;181;2456;51301
2015-04-28 03:00:00;209;868;626;238;-2416;6055;479;41839;22;184;2290;50394
2015-04-28 04:00:00;209;885;783;239;-2437;6021;571;42087;23;183;2141;50705
2015-04-28 05:00:00;209;918;918;237;-1915;6134;825;42268;23;184;2096;51897
2015-04-28 06:00:00;209;1094;1036;238;-1054;6411;1257;44236;33;181;2023;55664
2015-04-28 07:00:00;209;1316;1045;301;508;6772;1830;44861;219;180;1891;59132
2015-04-28 08:00:00;209;1345;1046;361;868;7053;2623;45359;807;180;1594;61445
2015-04-28 09:00:00;209;1341;1042;359;814;7128;2411;45178;1756;178;1629;62045
2015-04-28 10:00:00;209;1343;1057;357;861;7134;2724;44281;2635;176;1920;62697
2015-04-28 11:00:00;209;1339;1129;419;673;7177;2286;44153;3163;167;2095;62810
2015-04-28 12:00:00;209;1324;1142;605;626;7111;2368;43986;3342;167;2194;63074
2015-04-28 13:00:00;201;1337;1148;750;594;7016;1547;43842;3183;176;2282;62076
2015-04-28 14:00:00;209;1330;1134;757;91;6725;1660;43973;2976;171;2281;61307
2015-04-28 15:00:00;209;1271;1028;464;-468;6671;1324;43780;2828;169;2218;59494
2015-04-28 16:00:00;209;1242;949;418;-1128;6656;1187;43307;2562;171;2072;57645
2015-04-28 17:00:00;209;1201;947;353;-1299;6731;816;43244;2095;173;1882;56352
2015-04-28 18:00:00;209;1217;953;233;-247;6863;1065;43317;1346;172;1609;56737
2015-04-28 19:00:00;209;1221;920;233;457;6929;1655;43712;572;176;1328;57412
2015-04-28 20:00:00;209;1138;754;234;507;7089;1678;44004;134;175;1038;56960
2015-04-28 21:00:00;209;1136;759;443;75;7132;1913;44292;31;176;844;57010
2015-04-28 22:00:00;209;1136;789;580;329;7150;2534;44225;25;176;755;57908
2015-04-28 23:00:00;209;1101;892;566;601;7136;2766;44236;21;177;735;58440
2015-04-29 00:00:00;209;899;884;275;534;6867;1608;43571;20;179;655;55701
2015-04-29 01:00:00;209;875;890;231;-243;6669;841;42761;19;177;608;53037
2015-04-29 02:00:00;209;879;744;232;-1058;6593;771;42519;19;177;656;51741
2015-04-29 03:00:00;209;877;613;233;-1954;6559;717;42017;19;178;788;50256
2015-04-29 04:00:00;209;926;616;234;-2184;6594;966;42091;17;175;952;50596
2015-04-29 05:00:00;209;1032;732;232;-1754;6559;942;42132;20;174;1058;51336
2015-04-29 06:00:00;209;1526;989;234;207;6657;1049;43337;31;176;1099;55514
2015-04-29 07:00:00;209;1649;1043;234;733;6905;2427;44185;221;176;1102;58884
2015-04-29 08:00:00;209;1656;1111;232;949;7118;3684;44594;756;177;987;61473
2015-04-29 09:00:00;209;1637;1109;230;893;7216;3576;44621;1560;176;765;61992
2015-04-29 10:00:00;209;1544;1112;244;831;7158;3196;44572;2442;177;919;62404
2015-04-29 11:00:00;209;1349;1126;227;853;6972;2279;44359;3067;177;1357;61975
2015-04-29 12:00:00;209;1235;1095;232;649;6851;1789;44135;3373;177;1764;61509
2015-04-29 13:00:00;209;1226;904;228;444;6523;1406;43903;3319;178;1841;60181
2015-04-29 14:00:00;209;1179;797;233;-33;6446;1273;43956;3089;179;1898;59226
2015-04-29 15:00:00;209;1241;806;235;-566;6447;1595;43950;2775;179;1926;58797
2015-04-29 16:00:00;209;1285;786;239;-770;6274;1498;43560;2311;178;1991;57561
2015-04-29 17:00:00;209;1280;753;226;-901;6283;1079;43350;1781;177;1986;56223
2015-04-29 18:00:00;209;1174;732;235;-39;6456;1112;43574;1164;178;1972;56767
2015-04-29 19:00:00;209;914;781;232;315;6636;1716;43984;516;180;1786;57269
2015-04-29 20:00:00;209;917;823;233;671;6642;1925;44082;130;177;1584;57393
2015-04-29 21:00:00;209;931;925;231;518;6719;2393;43954;30;179;1582;57671
2015-04-29 22:00:00;209;915;901;232;606;6797;1837;43641;25;179;1725;57067
2015-04-29 23:00:00;209;902;904;232;746;6789;2244;43709;22;178;1914;57849
2015-04-30 00:00:00;209;898;893;232;159;6449;1839;43341;20;178;1991;56209
2015-04-30 01:00:00;209;874;734;231;-646;6087;882;43034;19;180;1837;53441
2015-04-30 02:00:00;208;871;569;230;-947;5862;839;42714;21;180;1504;52051
2015-04-30 03:00:00;206;886;565;231;-1939;5866;376;42385;18;178;1496;50268
2015-04-30 04:00:00;209;912;565;232;-2026;5881;347;42470;20;180;1442;50232
2015-04-30 05:00:00;206;968;718;232;-1466;5925;437;42574;20;180;1408;51202
2015-04-30 06:00:00;203;1277;1037;232;111;6097;1320;43059;33;178;1428;54975
2015-04-30 07:00:00;208;1740;1079;233;534;6494;2329;44024;224;178;1440;58483
2015-04-30 08:00:00;209;1837;1109;231;1101;6599;3037;44536;790;174;1222;60845
2015-04-30 09:00:00;203;1835;1123;231;1162;6597;3292;44739;1555;176;1179;62092
2015-04-30 10:00:00;193;1807;1069;231;913;6786;2979;44451;2196;175;1476;62276
2015-04-30 11:00:00;193;1799;1050;231;570;6868;3033;44517;2684;178;1867;62990
2015-04-30 12:00:00;193;1757;1063;232;706;6669;3049;44373;2920;183;2049;63194
2015-04-30 13:00:00;193;1773;1018;232;897;6447;2297;44469;2854;184;2026;62390
2015-04-30 14:00:00;193;1587;984;234;738;6452;2847;44714;2659;186;1881;62475
2015-04-30 15:00:00;193;1284;965;232;248;6389;3070;44467;2294;186;1727;61055
2015-04-30 16:00:00;193;1076;954;232;169;6476;2448;44421;1792;182;1684;59627
2015-04-30 17:00:00;193;964;948;232;389;6554;2105;44456;1315;179;1623;58958
2015-04-30 18:00:00;193;876;982;233;884;6743;3203;44860;846;186;1314;60320
2015-04-30 19:00:00;193;878;972;232;1185;6912;3922;44946;369;190;1183;60982
2015-04-30 20:00:00;193;879;978;233;878;6810;3337;44851;100;189;1132;59580
2015-04-30 21:00:00;193;875;964;232;428;6754;1871;44561;30;183;1035;57126
2015-04-30 22:00:00;193;884;863;231;-128;6725;1316;44257;23;176;1023;55563
2015-04-30 23:00:00;193;873;917;231;425;6685;1338;43273;23;173;1137;55268
2015-05-01 00:00:00;193;850;589;230;405;6703;1670;42496;22;171;1288;54617
2015-05-01 01:00:00;193;834;324;232;-685;6493;937;42350;20;172;1408;52278
2015-05-01 02:00:00;193;835;324;232;-988;6326;907;42019;21;169;1551;51589
2015-05-01 03:00:00;193;835;324;226;-1881;6155;865;41018;21;169;1765;49690
2015-05-01 04:00:00;193;835;323;227;-2668;6145;809;40066;20;171;2085;48206
2015-05-01 05:00:00;193;831;324;226;-2920;6171;808;39368;20;179;2414;47614
